Symbol,Security Name,Market Category,Reg SHO Threshold Flag,Rule 3210,Filler,Date,ID
ELBM,ELECTRA BATTERY MATLS CORP COM,S,Y,N,,20251112,20251112230016
ERNA,ERNEXA THERAPEUTICS INC. COMMO,S,Y,N,,20251112,20251112230016
ETHZ,ETHZILLA CORPORATION COMMON ST,S,Y,N,,20251112,20251112230016
FGL,FOUNDER GROUP LTD USD CL A ORD,S,Y,N,,20251112,20251112230016
FGNX,FG NEXUS INC. COMMON STOCK (NV,G,Y,N,,20251112,20251112230016
FORD,FORWARD INDUSTRIES INC NY  COM,S,Y,N,,20251112,20251112230016
GNPX,GENPREX INC COM NEW PAR $0.001,S,Y,N,,20251112,20251112230016
HBR,CANARY HBAR ETF SHS BEN INT,G,Y,N,,20251112,20251112230016
HIMZ,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251112,20251112230016
IONX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251112,20251112230016
IONZ,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251112,20251112230016
LAZR,LUMINAR TECHNOLOGIES INC. COM,Q,Y,N,,20251112,20251112230016
LFS,LEIFRAS CO LTD ADS REPSTG ORD,S,Y,N,,20251112,20251112230016
LGCL,LUCAS GC LTD CL A NEW (CYM),S,Y,N,,20251112,20251112230016
LOT,LOTUS TECHNOLOGY INC SPONSORED,Q,Y,N,,20251112,20251112230016
LTCC,CANARY LITECOIN ETF SHS BEN IN,G,Y,N,,20251112,20251112230016
MNTS,MOMENTUS INC CL A NEW 2024,S,Y,N,,20251112,20251112230016
MSPR,"MSP RECOVERY, INC. CLASS A COM",S,Y,N,,20251112,20251112230016
MSTX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251112,20251112230016
NBIL,GRANITESHARES ETF TR GRANITESH,G,Y,N,,20251112,20251112230016
NCEL,NEWCELX LTD SHS (CHE),S,Y,N,,20251112,20251112230016
NIVF,NEWGENIVF GROUP LIMITED ORD SH,S,Y,N,,20251112,20251112230016
NVX,NOVONIX LTD SPONSORED ADS (AUS,G,Y,N,,20251112,20251112230016
OKLL,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251112,20251112230016
PLTZ,TIDAL TR II  DEFIANCE DAILY TA,G,Y,N,,20251112,20251112230016
POM,POMDOCTOR LTD ADS (CYM),G,Y,N,,20251112,20251112230016
PPBT,PURPLE BIOTECH LTD SPONSORED A,S,Y,N,,20251112,20251112230016
QBTZ,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251112,20251112230016
RAPT,RAPT THERAPEUTICS INC COM NEW,G,Y,N,,20251112,20251112230016
RKLX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251112,20251112230016
RUBI,RUBICO INC COM (MHL),S,Y,N,,20251112,20251112230016
SGBX,SAFE & GREEN HLDGS CORP COM PA,S,Y,N,,20251112,20251112230016
SLRX,SALARIUS PHARMACEUTICALS INC C,S,Y,N,,20251112,20251112230016
SMCL,GRANITESHS ETF TR 2X LONG SMCI,G,Y,N,,20251112,20251112230016
SMCX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251112,20251112230016
SMCZ,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251112,20251112230016
SMST,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251112,20251112230016
SPCT,TWO RDS SHARED TR LIBERTY ONE,G,Y,N,,20251112,20251112230016
TAOX,TAO SYNERGIES INC COM PAR $0.0,S,Y,N,,20251112,20251112230016
TSLR,GRANITESHARES ETF TR 2X LONG T,G,Y,N,,20251112,20251112230016
VCIG,VCI GLOBAL LTD COM PAR $ NEW (,S,Y,N,,20251112,20251112230016
VSEE,"VSEE HEALTH, INC. COMMON STOCK",S,Y,N,,20251112,20251112230016
WTO,UTIME LTD SHS NEW CL A US$0.00,S,Y,N,,20251112,20251112230016
YDKG,YUEDA DIGITAL HOLDING CLASS A,S,Y,N,,20251112,20251112230016
ABP,ABPRO HLDGS INC COM NEW,G,Y,N,,20251113,20251113230006
AMDL,GRANITESHARES ETF TR GRANITE 2,G,Y,N,,20251113,20251113230006
AMZD,DIREXION SHS ETF TR DAILY AMZN,G,Y,N,,20251113,20251113230006
AMZU,DIREXION SHS ETF TR DAILY AMZN,G,Y,N,,20251113,20251113230006
AREB,AMERICAN REBEL HLDGS INC COM P,S,Y,N,,20251113,20251113230006
ASST,STRIVE INC CL A COM (NV),G,Y,N,,20251113,20251113230006
BMNG,THEMES ETF TR LEVERAGE SHS 2X,G,Y,N,,20251113,20251113230006
BNZI,BANZAI INTL INC CL A COM PAR $,S,Y,N,,20251113,20251113230006
BTM,BITCOIN DEPOT INC COM,S,Y,N,,20251113,20251113230006
BYND,BEYOND MEAT INC COM (DE),Q,Y,N,,20251113,20251113230006
CRCG,THEMES ETF TR LEVERAGE SHARES,G,Y,N,,20251113,20251113230006
CRWG,THEMES ETF TR LEVERAGE SHARES,G,Y,N,,20251113,20251113230006
DFDV,DEFI DEVELOPMENT CORP. COMMON,S,Y,N,,20251113,20251113230006
DFDVW,DEFI DEV CORP WT EXP 01/21/202,S,Y,N,,20251113,20251113230006
DKNX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251113,20251113230006
EASY,TWO RDS SHARED TR LIBERTY ONE,G,Y,N,,20251113,20251113230006
ECDA,ECD AUTOMOTIVE DESIGN INC COM,S,Y,N,,20251113,20251113230006
ELBM,ELECTRA BATTERY MATLS CORP COM,S,Y,N,,20251113,20251113230006
FGL,FOUNDER GROUP LTD USD CL A ORD,S,Y,N,,20251113,20251113230006
FIGG,THEMES ETF TR LEVERAGE SHS 2X,G,Y,N,,20251113,20251113230006
FORD,FORWARD INDUSTRIES INC NY  COM,S,Y,N,,20251113,20251113230006
GNPX,GENPREX INC COM NEW PAR $0.001,S,Y,N,,20251113,20251113230006
HBR,CANARY HBAR ETF SHS BEN INT,G,Y,N,,20251113,20251113230006
HIMZ,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251113,20251113230006
IONX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251113,20251113230006
IONZ,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251113,20251113230006
LAZR,LUMINAR TECHNOLOGIES INC. COM,Q,Y,N,,20251113,20251113230006
LFS,LEIFRAS CO LTD ADS REPSTG ORD,S,Y,N,,20251113,20251113230006
LGCL,LUCAS GC LTD CL A NEW (CYM),S,Y,N,,20251113,20251113230006
LOT,LOTUS TECHNOLOGY INC SPONSORED,Q,Y,N,,20251113,20251113230006
LTCC,CANARY LITECOIN ETF SHS BEN IN,G,Y,N,,20251113,20251113230006
MEHA,FUNCTIONAL BRANDS INC COM,S,Y,N,,20251113,20251113230006
MNTS,MOMENTUS INC CL A NEW 2024,S,Y,N,,20251113,20251113230006
MSPR,"MSP RECOVERY, INC. CLASS A COM",S,Y,N,,20251113,20251113230006
MSTX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251113,20251113230006
NBIL,GRANITESHARES ETF TR GRANITESH,G,Y,N,,20251113,20251113230006
NCEL,NEWCELX LTD SHS (CHE),S,Y,N,,20251113,20251113230006
NIVF,NEWGENIVF GROUP LIMITED ORD SH,S,Y,N,,20251113,20251113230006
NVDL,GRANITESHARES ETF TR 2X LONG N,G,Y,N,,20251113,20251113230006
OKLL,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251113,20251113230006
PLTZ,TIDAL TR II  DEFIANCE DAILY TA,G,Y,N,,20251113,20251113230006
POM,POMDOCTOR LTD ADS (CYM),G,Y,N,,20251113,20251113230006
PPBT,PURPLE BIOTECH LTD SPONSORED A,S,Y,N,,20251113,20251113230006
QBTZ,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251113,20251113230006
RAPT,RAPT THERAPEUTICS INC COM NEW,G,Y,N,,20251113,20251113230006
RKLX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251113,20251113230006
RUBI,RUBICO INC COM (MHL),S,Y,N,,20251113,20251113230006
SGBX,SAFE & GREEN HLDGS CORP COM PA,S,Y,N,,20251113,20251113230006
SLRX,SALARIUS PHARMACEUTICALS INC C,S,Y,N,,20251113,20251113230006
SMCL,GRANITESHS ETF TR 2X LONG SMCI,G,Y,N,,20251113,20251113230006
SMCX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251113,20251113230006
SMCZ,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251113,20251113230006
SMST,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251113,20251113230006
SPCT,TWO RDS SHARED TR LIBERTY ONE,G,Y,N,,20251113,20251113230006
TSLR,GRANITESHARES ETF TR 2X LONG T,G,Y,N,,20251113,20251113230006
VCIG,VCI GLOBAL LTD COM PAR $ NEW (,S,Y,N,,20251113,20251113230006
VSEE,"VSEE HEALTH, INC. COMMON STOCK",S,Y,N,,20251113,20251113230006
WTO,UTIME LTD SHS NEW CL A US$0.00,S,Y,N,,20251113,20251113230006
YDKG,YUEDA DIGITAL HOLDING CLASS A,S,Y,N,,20251113,20251113230006
ABP,ABPRO HLDGS INC COM NEW,G,Y,N,,20251117,20251117230006
AMDL,GRANITESHARES ETF TR GRANITE 2,G,Y,N,,20251117,20251117230006
AMZD,DIREXION SHS ETF TR DAILY AMZN,G,Y,N,,20251117,20251117230006
AMZU,DIREXION SHS ETF TR DAILY AMZN,G,Y,N,,20251117,20251117230006
AREB,AMERICAN REBEL HLDGS INC COM P,S,Y,N,,20251117,20251117230006
ASST,STRIVE INC CL A COM (NV),G,Y,N,,20251117,20251117230006
BKYI,BIO-KEY INTL INC COM PAR $0.00,S,Y,N,,20251117,20251117230006
BMNG,THEMES ETF TR LEVERAGE SHS 2X,G,Y,N,,20251117,20251117230006
BNZI,BANZAI INTL INC CL A COM PAR $,S,Y,N,,20251117,20251117230006
BTM,BITCOIN DEPOT INC COM,S,Y,N,,20251117,20251117230006
BYND,BEYOND MEAT INC COM (DE),Q,Y,N,,20251117,20251117230006
CRCG,THEMES ETF TR LEVERAGE SHARES,G,Y,N,,20251117,20251117230006
CRWG,THEMES ETF TR LEVERAGE SHARES,G,Y,N,,20251117,20251117230006
CYCU,"CYCURION, INC. COM NEW",G,Y,N,,20251117,20251117230006
DFDV,DEFI DEVELOPMENT CORP. COMMON,S,Y,N,,20251117,20251117230006
DFDVW,DEFI DEV CORP WT EXP 01/21/202,S,Y,N,,20251117,20251117230006
DKNX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251117,20251117230006
EASY,TWO RDS SHARED TR LIBERTY ONE,G,Y,N,,20251117,20251117230006
ECDA,ECD AUTOMOTIVE DESIGN INC COM,S,Y,N,,20251117,20251117230006
ELBM,ELECTRA BATTERY MATLS CORP COM,S,Y,N,,20251117,20251117230006
FIGG,THEMES ETF TR LEVERAGE SHS 2X,G,Y,N,,20251117,20251117230006
FWDI,FORWARD INDUSTRIES INC NY  COM,S,Y,N,,20251117,20251117230006
HBR,CANARY HBAR ETF SHS BEN INT,G,Y,N,,20251117,20251117230006
HIMZ,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251117,20251117230006
IONX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251117,20251117230006
IONZ,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251117,20251117230006
LAZR,LUMINAR TECHNOLOGIES INC. COM,Q,Y,N,,20251117,20251117230006
LFS,LEIFRAS CO LTD ADS REPSTG ORD,S,Y,N,,20251117,20251117230006
LOT,LOTUS TECHNOLOGY INC SPONSORED,Q,Y,N,,20251117,20251117230006
LTCC,CANARY LITECOIN ETF SHS BEN IN,G,Y,N,,20251117,20251117230006
MEHA,FUNCTIONAL BRANDS INC COM,S,Y,N,,20251117,20251117230006
MSGM,MOTORSPORT GAMES INC CL A NEW,S,Y,N,,20251117,20251117230006
MSPR,"MSP RECOVERY, INC. CLASS A COM",S,Y,N,,20251117,20251117230006
MST,TIDAL TR II DEFIANCE LEVERAGED,G,Y,N,,20251117,20251117230006
MSTX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251117,20251117230006
NBIL,GRANITESHARES ETF TR GRANITESH,G,Y,N,,20251117,20251117230006
NIVF,NEWGENIVF GROUP LIMITED ORD SH,S,Y,N,,20251117,20251117230006
NVDL,GRANITESHARES ETF TR 2X LONG N,G,Y,N,,20251117,20251117230006
OKLL,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251117,20251117230006
PLTZ,TIDAL TR II  DEFIANCE DAILY TA,G,Y,N,,20251117,20251117230006
POM,POMDOCTOR LTD ADS (CYM),G,Y,N,,20251117,20251117230006
PPBT,PURPLE BIOTECH LTD SPONSORED A,S,Y,N,,20251117,20251117230006
QBTZ,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251117,20251117230006
RAPT,RAPT THERAPEUTICS INC COM NEW,G,Y,N,,20251117,20251117230006
RKLX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251117,20251117230006
RUBI,RUBICO INC COM (MHL),S,Y,N,,20251117,20251117230006
SGBX,SAFE & GREEN HLDGS CORP COM PA,S,Y,N,,20251117,20251117230006
SLRX,SALARIUS PHARMACEUTICALS INC C,S,Y,N,,20251117,20251117230006
SMCL,GRANITESHS ETF TR 2X LONG SMCI,G,Y,N,,20251117,20251117230006
SMCX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251117,20251117230006
SMCZ,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251117,20251117230006
SMST,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251117,20251117230006
SONN,SONNET BIOTHERAPEUTICS HLDGS I,S,Y,N,,20251117,20251117230006
SPCT,TWO RDS SHARED TR LIBERTY ONE,G,Y,N,,20251117,20251117230006
TSLQ,INVT MNRG SR TR II TRDR 2X SHO,G,Y,N,,20251117,20251117230006
TSLR,GRANITESHARES ETF TR 2X LONG T,G,Y,N,,20251117,20251117230006
VCIG,VCI GLOBAL LTD COM PAR $ NEW (,S,Y,N,,20251117,20251117230006
VSEE,"VSEE HEALTH, INC. COMMON STOCK",S,Y,N,,20251117,20251117230006
WKHS,WORKHORSE GROUP INC COM PAR$0.,S,Y,N,,20251117,20251117230006
WTO,UTIME LTD SHS NEW CL A US$0.00,S,Y,N,,20251117,20251117230006
YDKG,YUEDA DIGITAL HOLDING CLASS A,S,Y,N,,20251117,20251117230006
ABP,ABPRO HLDGS INC COM NEW,G,Y,N,,20251114,20251114230016
AMDL,GRANITESHARES ETF TR GRANITE 2,G,Y,N,,20251114,20251114230016
AMZD,DIREXION SHS ETF TR DAILY AMZN,G,Y,N,,20251114,20251114230016
AMZU,DIREXION SHS ETF TR DAILY AMZN,G,Y,N,,20251114,20251114230016
AREB,AMERICAN REBEL HLDGS INC COM P,S,Y,N,,20251114,20251114230016
ASST,STRIVE INC CL A COM (NV),G,Y,N,,20251114,20251114230016
BMNG,THEMES ETF TR LEVERAGE SHS 2X,G,Y,N,,20251114,20251114230016
BNZI,BANZAI INTL INC CL A COM PAR $,S,Y,N,,20251114,20251114230016
BTM,BITCOIN DEPOT INC COM,S,Y,N,,20251114,20251114230016
BYND,BEYOND MEAT INC COM (DE),Q,Y,N,,20251114,20251114230016
CRCG,THEMES ETF TR LEVERAGE SHARES,G,Y,N,,20251114,20251114230016
CRWG,THEMES ETF TR LEVERAGE SHARES,G,Y,N,,20251114,20251114230016
DFDV,DEFI DEVELOPMENT CORP. COMMON,S,Y,N,,20251114,20251114230016
DFDVW,DEFI DEV CORP WT EXP 01/21/202,S,Y,N,,20251114,20251114230016
DKNX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251114,20251114230016
EASY,TWO RDS SHARED TR LIBERTY ONE,G,Y,N,,20251114,20251114230016
ECDA,ECD AUTOMOTIVE DESIGN INC COM,S,Y,N,,20251114,20251114230016
ELBM,ELECTRA BATTERY MATLS CORP COM,S,Y,N,,20251114,20251114230016
FGL,FOUNDER GROUP LTD USD CL A ORD,S,Y,N,,20251114,20251114230016
FIGG,THEMES ETF TR LEVERAGE SHS 2X,G,Y,N,,20251114,20251114230016
FWDI,FORWARD INDUSTRIES INC NY  COM,S,Y,N,,20251114,20251114230016
HBR,CANARY HBAR ETF SHS BEN INT,G,Y,N,,20251114,20251114230016
HIMZ,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251114,20251114230016
IONX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251114,20251114230016
IONZ,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251114,20251114230016
LAZR,LUMINAR TECHNOLOGIES INC. COM,Q,Y,N,,20251114,20251114230016
LFS,LEIFRAS CO LTD ADS REPSTG ORD,S,Y,N,,20251114,20251114230016
LGCL,LUCAS GC LTD CL A NEW (CYM),S,Y,N,,20251114,20251114230016
LOT,LOTUS TECHNOLOGY INC SPONSORED,Q,Y,N,,20251114,20251114230016
LTCC,CANARY LITECOIN ETF SHS BEN IN,G,Y,N,,20251114,20251114230016
MEHA,FUNCTIONAL BRANDS INC COM,S,Y,N,,20251114,20251114230016
MSGM,MOTORSPORT GAMES INC CL A NEW,S,Y,N,,20251114,20251114230016
MSPR,"MSP RECOVERY, INC. CLASS A COM",S,Y,N,,20251114,20251114230016
MSTX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251114,20251114230016
NBIL,GRANITESHARES ETF TR GRANITESH,G,Y,N,,20251114,20251114230016
NIVF,NEWGENIVF GROUP LIMITED ORD SH,S,Y,N,,20251114,20251114230016
NVDL,GRANITESHARES ETF TR 2X LONG N,G,Y,N,,20251114,20251114230016
OKLL,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251114,20251114230016
PLTZ,TIDAL TR II  DEFIANCE DAILY TA,G,Y,N,,20251114,20251114230016
POM,POMDOCTOR LTD ADS (CYM),G,Y,N,,20251114,20251114230016
PPBT,PURPLE BIOTECH LTD SPONSORED A,S,Y,N,,20251114,20251114230016
QBTZ,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251114,20251114230016
RAPT,RAPT THERAPEUTICS INC COM NEW,G,Y,N,,20251114,20251114230016
RKLX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251114,20251114230016
RUBI,RUBICO INC COM (MHL),S,Y,N,,20251114,20251114230016
SGBX,SAFE & GREEN HLDGS CORP COM PA,S,Y,N,,20251114,20251114230016
SLRX,SALARIUS PHARMACEUTICALS INC C,S,Y,N,,20251114,20251114230016
SMCL,GRANITESHS ETF TR 2X LONG SMCI,G,Y,N,,20251114,20251114230016
SMCX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251114,20251114230016
SMCZ,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251114,20251114230016
SMST,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251114,20251114230016
SPCT,TWO RDS SHARED TR LIBERTY ONE,G,Y,N,,20251114,20251114230016
TSLQ,INVT MNRG SR TR II TRDR 2X SHO,G,Y,N,,20251114,20251114230016
TSLR,GRANITESHARES ETF TR 2X LONG T,G,Y,N,,20251114,20251114230016
VCIG,VCI GLOBAL LTD COM PAR $ NEW (,S,Y,N,,20251114,20251114230016
VSEE,"VSEE HEALTH, INC. COMMON STOCK",S,Y,N,,20251114,20251114230016
WKHS,WORKHORSE GROUP INC COM PAR$0.,S,Y,N,,20251114,20251114230016
WTO,UTIME LTD SHS NEW CL A US$0.00,S,Y,N,,20251114,20251114230016
YDKG,YUEDA DIGITAL HOLDING CLASS A,S,Y,N,,20251114,20251114230016
ABP,ABPRO HLDGS INC COM NEW,G,Y,N,,20251118,20251118230005
AMDL,GRANITESHARES ETF TR GRANITE 2,G,Y,N,,20251118,20251118230005
AMZD,DIREXION SHS ETF TR DAILY AMZN,G,Y,N,,20251118,20251118230005
AMZU,DIREXION SHS ETF TR DAILY AMZN,G,Y,N,,20251118,20251118230005
AREB,AMERICAN REBEL HLDGS INC COM P,S,Y,N,,20251118,20251118230005
ASST,STRIVE INC CL A COM (NV),G,Y,N,,20251118,20251118230005
BAIG,THEMES ETF TR LEVERAGE SHS 2X,G,Y,N,,20251118,20251118230005
BKYI,BIO-KEY INTL INC COM PAR $0.00,S,Y,N,,20251118,20251118230005
BMNG,THEMES ETF TR LEVERAGE SHS 2X,G,Y,N,,20251118,20251118230005
BNZI,BANZAI INTL INC CL A COM PAR $,S,Y,N,,20251118,20251118230005
BTM,BITCOIN DEPOT INC COM,S,Y,N,,20251118,20251118230005
BYND,BEYOND MEAT INC COM (DE),Q,Y,N,,20251118,20251118230005
CMND,CLEARMIND MEDICINE INC COM NEW,S,Y,N,,20251118,20251118230005
CRCG,THEMES ETF TR LEVERAGE SHARES,G,Y,N,,20251118,20251118230005
CRWG,THEMES ETF TR LEVERAGE SHARES,G,Y,N,,20251118,20251118230005
CYCU,"CYCURION, INC. COM NEW",G,Y,N,,20251118,20251118230005
DFDV,DEFI DEVELOPMENT CORP. COMMON,S,Y,N,,20251118,20251118230005
DFDVW,DEFI DEV CORP WT EXP 01/21/202,S,Y,N,,20251118,20251118230005
EASY,TWO RDS SHARED TR LIBERTY ONE,G,Y,N,,20251118,20251118230005
ECDA,ECD AUTOMOTIVE DESIGN INC COM,S,Y,N,,20251118,20251118230005
ELBM,ELECTRA BATTERY MATLS CORP COM,S,Y,N,,20251118,20251118230005
FIGG,THEMES ETF TR LEVERAGE SHS 2X,G,Y,N,,20251118,20251118230005
FWDI,FORWARD INDUSTRIES LTD. CLASS,S,Y,N,,20251118,20251118230005
HBR,CANARY HBAR ETF SHS BEN INT,G,Y,N,,20251118,20251118230005
HIMZ,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251118,20251118230005
IONX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251118,20251118230005
IONZ,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251118,20251118230005
LAZR,LUMINAR TECHNOLOGIES INC. COM,Q,Y,N,,20251118,20251118230005
LFS,LEIFRAS CO LTD ADS REPSTG ORD,S,Y,N,,20251118,20251118230005
LOT,LOTUS TECHNOLOGY INC SPONSORED,Q,Y,N,,20251118,20251118230005
LTCC,CANARY LITECOIN ETF SHS BEN IN,G,Y,N,,20251118,20251118230005
MEHA,FUNCTIONAL BRANDS INC COM,S,Y,N,,20251118,20251118230005
MSGM,MOTORSPORT GAMES INC CL A NEW,S,Y,N,,20251118,20251118230005
MSPR,"MSP RECOVERY, INC. CLASS A COM",S,Y,N,,20251118,20251118230005
MST,TIDAL TR II DEFIANCE LEVERAGED,G,Y,N,,20251118,20251118230005
MSTX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251118,20251118230005
NBIL,GRANITESHARES ETF TR GRANITESH,G,Y,N,,20251118,20251118230005
NIVF,NEWGENIVF GROUP LIMITED ORD SH,S,Y,N,,20251118,20251118230005
NVDL,GRANITESHARES ETF TR 2X LONG N,G,Y,N,,20251118,20251118230005
OKLL,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251118,20251118230005
PLTZ,TIDAL TR II  DEFIANCE DAILY TA,G,Y,N,,20251118,20251118230005
POM,POMDOCTOR LTD ADS (CYM),G,Y,N,,20251118,20251118230005
PPBT,PURPLE BIOTECH LTD SPONSORED A,S,Y,N,,20251118,20251118230005
QBTZ,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251118,20251118230005
RAPT,RAPT THERAPEUTICS INC COM NEW,G,Y,N,,20251118,20251118230005
RKLX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251118,20251118230005
RUBI,RUBICO INC COM (MHL),S,Y,N,,20251118,20251118230005
SGBX,SAFE & GREEN HLDGS CORP COM PA,S,Y,N,,20251118,20251118230005
SLRX,SALARIUS PHARMACEUTICALS INC C,S,Y,N,,20251118,20251118230005
SMCL,GRANITESHS ETF TR 2X LONG SMCI,G,Y,N,,20251118,20251118230005
SMCX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251118,20251118230005
SMCZ,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251118,20251118230005
SMST,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251118,20251118230005
SOND,SONDER HLDGS INC CL A NEW,Q,Y,N,,20251118,20251118230005
SONN,SONNET BIOTHERAPEUTICS HLDGS I,S,Y,N,,20251118,20251118230005
SPCT,TWO RDS SHARED TR LIBERTY ONE,G,Y,N,,20251118,20251118230005
TSLQ,INVT MNRG SR TR II TRDR 2X SHO,G,Y,N,,20251118,20251118230005
TSLR,GRANITESHARES ETF TR 2X LONG T,G,Y,N,,20251118,20251118230005
VCIG,VCI GLOBAL LTD COM PAR $ NEW (,S,Y,N,,20251118,20251118230005
VSEE,"VSEE HEALTH, INC. COMMON STOCK",S,Y,N,,20251118,20251118230005
WKHS,WORKHORSE GROUP INC COM PAR$0.,S,Y,N,,20251118,20251118230005
WTO,UTIME LTD SHS NEW CL A US$0.00,S,Y,N,,20251118,20251118230005
YDKG,YUEDA DIGITAL HOLDING ORD SHS,S,Y,N,,20251118,20251118230005
ABP,ABPRO HLDGS INC COM NEW,G,Y,N,,20251119,20251119230013
AMDL,GRANITESHARES ETF TR GRANITE 2,G,Y,N,,20251119,20251119230013
AMZD,DIREXION SHS ETF TR DAILY AMZN,G,Y,N,,20251119,20251119230013
AMZU,DIREXION SHS ETF TR DAILY AMZN,G,Y,N,,20251119,20251119230013
AREB,AMERICAN REBEL HLDGS INC COM P,S,Y,N,,20251119,20251119230013
ASST,STRIVE INC CL A COM (NV),G,Y,N,,20251119,20251119230013
BAIG,THEMES ETF TR LEVERAGE SHS 2X,G,Y,N,,20251119,20251119230013
BKYI,BIO-KEY INTL INC COM PAR $0.00,S,Y,N,,20251119,20251119230013
BMNG,THEMES ETF TR LEVERAGE SHS 2X,G,Y,N,,20251119,20251119230013
BNZI,BANZAI INTL INC CL A COM PAR $,S,Y,N,,20251119,20251119230013
BTM,BITCOIN DEPOT INC COM,S,Y,N,,20251119,20251119230013
BYND,BEYOND MEAT INC COM (DE),Q,Y,N,,20251119,20251119230013
CMCT,CREATIVE MEDIA & CMNTY TR CORP,S,Y,N,,20251119,20251119230013
CMND,CLEARMIND MEDICINE INC COM NEW,S,Y,N,,20251119,20251119230013
CRCG,THEMES ETF TR LEVERAGE SHARES,G,Y,N,,20251119,20251119230013
CRWG,THEMES ETF TR LEVERAGE SHARES,G,Y,N,,20251119,20251119230013
CYCU,"CYCURION, INC. COM NEW",G,Y,N,,20251119,20251119230013
CYPH,CYPHERPUNK TECHNOLOGIES INC. C,S,Y,N,,20251119,20251119230013
DFDV,DEFI DEVELOPMENT CORP. COMMON,S,Y,N,,20251119,20251119230013
DFDVW,DEFI DEV CORP WT EXP 01/21/202,S,Y,N,,20251119,20251119230013
EASY,TWO RDS SHARED TR LIBERTY ONE,G,Y,N,,20251119,20251119230013
ECDA,ECD AUTOMOTIVE DESIGN INC COM,S,Y,N,,20251119,20251119230013
ELBM,ELECTRA BATTERY MATLS CORP COM,S,Y,N,,20251119,20251119230013
FIGG,THEMES ETF TR LEVERAGE SHS 2X,G,Y,N,,20251119,20251119230013
FWDI,FORWARD INDUSTRIES LTD. CLASS,S,Y,N,,20251119,20251119230013
HBR,CANARY HBAR ETF SHS BEN INT,G,Y,N,,20251119,20251119230013
HIMZ,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251119,20251119230013
IONX,TIDAL TR II DEFIANCE DAILY TAR,G,Y,N,,20251119,20251119230013
